基金代码,基金名称,截止日期,单位净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,起购金额,原手续费,现手续费,成立日期,基金经理,类型,管理人,资产规模
d010846,南方卓越优选3个月持有期混合A,2021-11-24,0.9381,-0.55,-0.70,0.34,-4.27,-5.71,,,,,-6.19,1,0.15,0,--,--,--,--,--
d011485,申万菱信宜选混合C,2021-11-24,1.0518,-0.04,0.29,0.43,3.38,6.30,,,,,5.22,10元,,0.00%,--,--,--,--,--
d010322,大摩新兴产业股票,2021-11-24,1.2786,-0.49,1.66,4.49,1.28,23.94,,,,,27.86,10元,1.50%,0.15%,--,--,--,--,--
d010593,南方医药创新股票C,2021-11-24,0.8150,1.37,-1.65,-4.69,-7.44,-18.84,,,,,-18.50,10元,,0.00%,--,--,--,--,--
d010955,天弘中证智能汽车指数发起式A,2021-11-24,1.1003,-0.61,3.47,14.50,11.99,27.63,,,,,10.03,1,0.10,0,--,--,--,--,--
d010674,兴全中证800六个月持有指数C,2021-11-24,0.9876,0.37,-0.12,-2.40,1.74,-0.31,,,,,-1.24,1,0.00,0,--,--,--,--,--
d011305,工银创新成长混合C,2021-11-24,1.0003,-0.63,0.21,4.09,0.16,2.73,,,,,0.03,1,0.00,0,--,--,--,--,--
d011439,红塔红土盛昌优选混合型C,2021-11-24,1.0180,-0.25,0.62,0.44,2.61,8.90,,,,,6.51,10元,,0.00%,--,--,--,--,--
d011230,创金合信数字经济主题股票C,2021-11-24,1.5735,-0.66,0.98,14.59,13.92,47.36,,,,,57.35,1,0.00,0,--,--,--,--,--
d010196,易方达核心优势股票A,2021-11-24,0.8824,1.03,0.89,-1.10,5.16,-10.18,,,,,-11.76,10元,1.50%,0.15%,--,--,--,--,--
d011140,广发聚鸿六个月持有期混合E,2021-11-24,1.0247,-0.50,0.30,2.85,0.39,5.51,,,,,2.47,1,0.00,0,--,--,--,--,--
d010889,工银创业板两年定开混合C,2021-11-19,1.1787,,-1.20,6.24,3.88,15.97,,,,,17.86,1,0.00,0,--,--,--,--,--
d011256,交银鸿光一年混合A,2021-11-24,1.0209,-0.11,-0.22,-0.19,0.14,1.48,,,,,2.09,1,0.08,0,--,--,--,--,--
d010162,广发瑞安精选股票C,2021-11-24,1.1673,-0.11,-1.44,2.77,-2.34,14.99,,,,15.24,16.73,10元,,0.00%,--,--,--,--,--
d010392,易方达战略新兴产业股票C,2021-11-24,1.0793,-0.77,0.10,3.55,-0.69,8.54,,,,,7.93,10元,,0.00%,--,--,--,--,--
d010993,东财中证500C,2021-11-24,1.1650,0.02,2.15,3.35,2.92,14.54,,,,,16.50,1,0.00,0,--,--,--,--,--
d010824,天弘创新成长混合发起式A,2021-11-24,1.0069,-0.74,-1.37,2.02,-7.84,2.57,,,,,0.69,1,0.15,0,--,--,--,--,--
d010243,平安稳健增长混合C,2021-11-24,0.9693,-0.13,0.33,0.98,-0.10,1.76,,,,,-3.07,1,0.00,0,--,--,--,--,--
d010698,中融行业先锋6个月持有混合C,2021-11-24,1.2856,-0.55,3.35,11.41,-2.05,29.27,,,,,28.56,1,0.00,0,--,--,--,--,--
d011207,创金合信竞争优势混合C,2021-11-24,1.1003,-1.85,0.38,-2.79,-4.68,15.18,,,,,10.03,10元,,0.00%,--,--,--,--,--
d011186,信达澳银至诚精选混合,2021-11-24,0.8452,1.27,-0.11,-2.87,2.30,-19.04,,,,,-15.48,1,0.15,0,--,--,--,--,--
d011487,博时创新精选混合C,2021-11-24,1.0658,-0.25,1.40,6.44,-0.76,4.20,,,,,6.58,1,0.00,0,--,--,--,--,--
d011273,泰信景气驱动12个月持有混合A,2021-11-24,1.0710,-0.15,4.50,2.26,-7.16,6.17,,,,,7.10,1,0.15,0,--,--,--,--,--
d011466,兴业医疗保健混合A,2021-11-24,0.8812,0.55,-2.86,0.46,-2.75,-15.67,,,,,-11.88,10元,1.50%,0.15%,--,--,--,--,--
d011096,博时恒泽混合C,2021-11-24,1.0312,0.13,1.09,2.03,0.75,3.23,,,,,3.12,1,0.00,0,--,--,--,--,--
d011114,富国沪港深行业精选混合C,2021-11-24,1.5393,0.31,-1.26,-1.40,-4.05,-7.58,,,,-5.61,-4.23,1,0.00,0,--,--,--,--,--
d011228,西部利得量化成长混合C,2021-11-24,2.3805,-0.43,1.33,5.40,0.43,24.23,,,,,26.27,1,0.00,0,--,--,--,--,--
d010728,中泰兴诚价值一年持有混合A,2021-11-24,1.1282,0.26,0.10,-1.49,2.97,6.22,,,,,12.82,1,0.15,0,--,--,--,--,--
d010813,华安添益一年持有混合A,2021-11-24,1.0024,-0.18,0.14,-0.15,-0.29,-0.26,,,,,0.24,1,0.12,0,--,--,--,--,--
d011430,广发估值优势混合C,2021-11-24,2.4203,1.32,-0.15,-2.03,-1.75,-13.32,,,,,-15.89,1,0.00,0,--,--,--,--,--
d010384,宝盈基础产业混合C,2021-11-24,1.1465,-1.26,0.92,5.41,-3.29,15.89,,,,,14.65,1,0.00,0,--,--,--,--,--
d010885,长盛优势企业精选混合A,2021-11-24,1.0437,-0.70,0.54,4.99,3.48,5.95,,,,,4.37,10元,1.50%,0.15%,--,--,--,--,--
d010643,平安养老2025一年持有期混合(FOF),2021-11-22,1.0691,0.70,0.95,2.31,2.68,7.20,,,,6.91,6.91,1,0.08,0,--,--,--,--,--
d011334,鹏华品质优选混合C,2021-11-24,0.8779,-0.11,-0.45,-3.52,-0.13,-6.69,,,,,-12.21,1,0.00,0,--,--,--,--,--
d011527,博时恒悦6个月持有混合A,2021-11-24,1.1297,-0.11,0.76,3.13,4.49,12.02,,,,,12.97,1,0.10,0,--,--,--,--,--
d011153,华宝新兴消费混合A,2021-11-24,0.9952,0.20,-1.18,0.33,-2.44,-2.99,,,,,-0.48,1,0.15,0,--,--,--,--,--
d011136,广发盛兴混合A,2021-11-24,1.1395,-0.13,-1.38,2.84,-3.36,15.69,,,,,13.95,1,0.15,0,--,--,--,--,--
d010519,华夏先锋科技一年定开混合C,2021-11-19,1.0887,,-0.62,3.96,-1.14,10.52,,,,,8.87,1,0.00,0,--,--,--,--,--
d011368,创金群力一年定开混合(MOM)C,2021-11-19,1.0660,,0.65,5.34,3.28,6.70,,,,,6.60,1,0.00,0,--,--,--,--,--
d011410,中信建投量化进取A,2021-11-24,1.1013,0.20,2.54,1.57,-1.63,9.36,,,,,10.13,1,1.50,0,--,--,--,--,--
d011517,嘉实浦盈一年持有期混合C,2021-11-24,1.0196,-0.02,0.42,0.46,0.45,1.32,,,,,1.96,1,0.00,0,--,--,--,--,--
d010776,博时恒旭持有期混合C,2021-11-24,1.0080,0.01,0.31,0.74,-0.40,-0.06,,,,0.73,0.80,1,0.00,0,--,--,--,--,--
d010736,易方达沪深300指数增强A,2021-11-24,0.9075,0.39,0.38,-1.73,1.82,-9.06,,,,-9.25,-9.25,1,0.15,0,--,--,--,--,--
d010872,博时沪深300指数增强A,2021-11-24,0.8580,-0.01,0.63,-3.75,-6.69,-8.55,,,,-14.13,-14.20,1,0.12,0,--,--,--,--,--
d011020,财通资管消费精选混合C,2021-11-24,1.1320,-0.39,-0.11,3.93,-2.82,5.44,,,,7.99,13.20,10元,,0.00%,--,--,--,--,--
d011040,天弘国证生物医药ETF发起式联接A,2021-11-24,0.9098,1.28,-1.04,-1.23,-7.25,-15.56,,,,,-9.02,1,0.10,0,--,--,--,--,--
d011156,金鹰责任投资混合C,2021-11-24,1.1402,-1.15,1.07,1.97,0.27,17.45,,,,,19.92,1,0.00,0,--,--,--,--,--
d011257,交银鸿光一年混合C,2021-11-24,1.0180,-0.11,-0.23,-0.22,0.04,1.27,,,,,1.80,1,0.00,0,--,--,--,--,--
d008720,德邦安顺混合C,2021-11-24,1.0054,-0.15,0.53,0.99,0.66,0.42,,,,,0.54,10元,,0.00%,--,--,--,--,--
d010966,富国成长领航混合,2021-11-24,1.0160,-0.18,0.23,-0.34,-5.18,4.06,,,,,1.60,1,0.15,0,--,--,--,--,--
d011304,工银创新成长混合A,2021-11-24,1.0068,-0.62,0.23,4.17,0.37,3.15,,,,,0.68,1,0.15,0,--,--,--,--,--
d011448,中银证券均衡成长混合A,2021-11-24,1.2859,-0.80,3.25,4.10,10.74,22.16,,,,,28.59,10元,1.50%,0.15%,--,--,--,--,--
d011484,申万菱信宜选混合A,2021-11-24,1.0616,-0.03,0.29,0.46,3.48,6.52,,,,,6.19,10元,0.60%,0.06%,--,--,--,--,--
d010614,中融产业趋势一年定开混合C,2021-11-19,1.2304,,2.41,11.30,2.52,30.13,,,,22.38,23.04,1,0.00,0,--,--,--,--,--
d011026,九泰久元量化C,2021-11-24,1.0916,0.17,1.94,-0.22,-2.34,8.99,,,,,9.16,10元,,0.00%,--,--,--,--,--
d011066,大成高新技术产业股票C,2021-11-24,3.8080,0.08,1.36,8.37,9.46,18.93,,,,20.13,23.20,10元,,0.00%,--,--,--,--,--
d010447,中邮未来成长混合A,2021-11-24,1.1109,-1.46,1.35,4.28,4.64,10.28,,,,,11.09,1,0.15,0,--,--,--,--,--
d010891,交银鸿福六个月持有混合C,2021-11-24,1.0131,-0.03,-0.13,-0.29,-0.06,0.99,,,,,1.31,1,0.00,0,--,--,--,--,--
d011477,工银总回报灵活配置混合C,2021-11-24,2.3150,0.43,1.58,3.53,2.84,-1.07,,,,,-1.57,10元,0.00%,0.00%,--,--,--,--,--
d011474,工银信息产业混合C,2021-11-24,4.7490,-0.86,0.70,5.51,-1.27,8.18,,,,,2.68,10元,,0.00%,--,--,--,--,--
d010783,德邦沪港深龙头混合A,2021-11-24,1.1107,0.12,-1.32,0.77,0.76,-3.37,,,,9.72,11.07,1,0.15,0,--,--,--,--,--
d010888,南方消费升级混合C,2021-11-24,1.0403,-1.75,0.31,9.46,-1.16,16.94,,,,,4.03,1,0.00,0,--,--,--,--,--
d010791,海富通均衡甄选混合C,2021-11-24,1.1619,-0.43,1.50,5.80,1.75,18.82,,,,,16.19,1,0.00,0,--,--,--,--,--
d010790,海富通均衡甄选混合A,2021-11-24,1.1696,-0.43,1.52,5.87,1.96,19.30,,,,,16.96,1,0.15,0,--,--,--,--,--
d010898,银河产业动力混合,2021-11-24,1.0463,-1.26,0.07,2.54,-6.18,4.60,,,,,4.63,1,0.15,0,--,--,--,--,--
d011217,南方优质企业混合C,2021-11-24,1.0389,-0.68,0.57,1.09,-0.28,-0.98,,,,,3.89,1,0.00,0,--,--,--,--,--
d011119,汇添富稳健睿选一年持有混合C,2021-11-24,1.0380,0.07,0.43,0.48,0.76,2.81,,,,,3.80,1,0.00,0,--,--,--,--,--
d011231,光大锦弘混合A,2021-11-24,1.0390,0.00,0.76,0.83,-0.53,2.62,,,,,3.90,1,0.08,0,--,--,--,--,--
d011509,易方达悦弘一年持有期混合C,2021-11-19,1.0173,,0.23,0.44,0.10,1.14,,,,,1.73,1,0.00,0,--,--,--,--,--
d011442,创金合信鑫瑞混合A,2021-11-24,0.9838,0.04,0.30,1.22,-1.14,-1.52,,,,,-1.62,10元,1.20%,0.12%,--,--,--,--,--
d011463,长城量化精选股票C,2021-11-24,1.6340,2.23,6.60,5.65,18.99,22.81,,,,,19.58,10元,,0.00%,--,--,--,--,--
d011011,融通产业趋势2年封闭运作混合,2021-11-19,0.9498,,0.08,0.06,-10.51,-2.19,,,,,-5.02,1,0.15,0,--,--,--,--,--
d011396,博时恒元6个月持有期混合C,2021-11-24,0.9920,0.06,0.34,-1.00,-2.96,-1.07,,,,,-0.80,1,0.00,0,--,--,--,--,--
d011392,平安兴鑫回报一年定开混合,2021-11-19,1.0707,,-0.55,1.91,-0.57,7.23,,,,,7.07,1,0.15,0,--,--,--,--,--
d011461,鹏华创新成长混合C,2021-11-24,0.9843,-1.30,-0.30,4.86,-4.93,-1.18,,,,,-1.57,1,0.00,0,--,--,--,--,--
d011042,国泰价值先锋股票A,2021-11-24,1.1410,-1.43,2.75,6.95,8.82,13.00,,,,,14.10,10元,1.50%,0.15%,--,--,--,--,--
d011204,永赢惠添益混合C,2021-11-24,0.9378,-0.01,-0.84,-4.07,-2.81,-5.97,,,,,-6.22,1,0.00,0,--,--,--,--,--
d011139,广发聚鸿六个月持有期混合C,2021-11-24,1.0215,-0.50,0.29,2.82,0.29,5.30,,,,,2.15,1,0.00,0,--,--,--,--,--
d011473,工银战略转型股票C,2021-11-24,3.6090,0.36,0.50,0.31,-1.55,10.10,,,,,12.26,10元,,0.00%,--,--,--,--,--
d011046,富国优质企业混合A,2021-11-24,0.9875,0.61,4.70,3.35,-4.44,-0.58,,,,,-1.25,1,0.15,0,--,--,--,--,--
d011252,华安聚嘉精选混合C,2021-11-24,1.4708,-0.32,1.03,2.27,4.74,45.02,,,,,47.08,1,0.00,0,--,--,--,--,--
d010613,中融产业趋势一年定开混合A,2021-11-19,1.2394,,2.44,11.39,2.74,30.68,,,,23.25,23.94,1,0.15,0,--,--,--,--,--
d010336,中欧悦享生活混合A,2021-11-24,0.9175,0.77,0.99,4.14,-0.37,-8.72,,,,,-8.25,1,0.15,0,--,--,--,--,--
d010596,广发成长精选混合C,2021-11-24,0.9388,-0.22,-0.07,3.55,-1.62,-7.81,,,,,-6.12,1,0.00,0,--,--,--,--,--
d011178,博时汇融回报一年持有混合C,2021-11-24,0.9540,-0.20,0.95,3.50,-1.00,0.27,,,,,-4.60,1,0.00,0,--,--,--,--,--
d011177,博时汇融回报一年持有混合A,2021-11-24,0.9604,-0.21,0.97,3.58,-0.80,0.67,,,,,-3.96,1,0.15,0,--,--,--,--,--
d011004,永赢鑫盛混合,2021-11-24,1.0444,0.02,0.43,0.80,0.93,4.53,,,,,4.44,1,0.08,0,--,--,--,--,--
d010587,鹏扬先进制造混合A,2021-11-24,1.4767,-1.57,4.47,4.97,5.40,44.27,,,,,47.67,1,0.15,0,--,--,--,--,--
d011522,鹏扬景源一年持有混合C,2021-11-24,1.0050,0.03,-0.03,0.02,0.14,-0.12,,,,,0.50,1,0.00,0,--,--,--,--,--
d011470,东吴新产业精选股票C,2021-11-24,3.7178,-1.10,1.35,1.97,-0.71,10.17,,,,,4.53,10元,,0.00%,--,--,--,--,--
d010775,博时恒旭持有期混合A,2021-11-24,1.0118,0.01,0.32,0.78,-0.30,0.14,,,,1.09,1.18,1,0.08,0,--,--,--,--,--
d900009,中信证券成长动力混合A,2021-11-24,2.5779,-0.99,0.95,7.26,9.47,13.14,,,,8.76,17.33,1,1.50,0,--,--,--,--,--
d910017,东方红多元策略混合A,2021-11-24,2.6873,0.06,0.01,-1.06,-1.77,-8.55,,,,,-9.52,1,0.00,0,--,--,--,--,--
d010901,中欧生益稳健一年混合C,2021-11-24,1.0267,0.01,0.36,0.71,0.83,2.22,,,,,2.67,1,0.00,0,--,--,--,--,--
d010894,鹏华汇智优选混合A,2021-11-24,0.9332,-1.27,0.10,4.89,-5.34,-3.17,,,,,-6.68,1,0.15,0,--,--,--,--,--
d011274,泰信景气驱动12个月持有混合C,2021-11-24,1.0677,-0.15,4.49,2.23,-7.28,5.91,,,,,6.77,1,0.00,0,--,--,--,--,--
d011291,前海联合添瑞一年持有混合C,2021-11-24,1.0231,0.01,0.15,0.65,0.98,2.15,,,,,2.31,1,0.00,0,--,--,--,--,--
d011290,前海联合添瑞一年持有混合A,2021-11-24,1.0258,0.01,0.15,0.69,1.09,2.38,,,,,2.58,1,0.10,0,--,--,--,--,--
d010948,中欧嘉选混合C,2021-11-24,1.0322,0.11,1.41,2.44,1.37,5.15,,,,,3.22,1,0.00,0,--,--,--,--,--
d010912,国泰成长价值混合A,2021-11-24,1.0482,-1.54,4.16,3.66,-5.86,2.25,,,,,4.82,1,0.15,0,--,--,--,--,--
d011475,工银消费服务混合C,2021-11-24,2.8250,0.32,0.50,0.43,3.25,-5.36,,,,,-22.75,10元,,0.00%,--,--,--,--,--
d010642,农银汇理瑞祥一年持有混合,2021-11-24,1.0466,0.04,0.49,1.81,0.97,4.49,,,,4.64,4.66,1,0.08,0,--,--,--,--,--
d010611,万家战略发展产业混合A,2021-11-24,1.2769,-0.88,3.50,7.06,-4.47,25.20,,,,,27.69,10元,1.50%,0.15%,--,--,--,--,--
d010663,长江均衡成长混合发起式A,2021-11-24,1.1031,-1.01,0.38,7.03,2.82,9.87,,,,10.20,10.31,1,0.15,0,--,--,--,--,--
d010414,财通资管宸瑞一年持有混合C,2021-11-24,1.2051,-0.61,-0.28,6.36,5.87,19.79,,,,,20.51,1,0.00,0,--,--,--,--,--
d011150,创金合信ESG责任投资股票C,2021-11-24,1.1591,-0.93,2.38,7.71,-0.02,21.93,,,,15.44,15.91,1,0.00,0,--,--,--,--,--
d010524,银华中证5G通信主题ETF联接C,2021-11-24,0.9408,0.15,2.19,12.23,3.11,17.06,,,,,2.33,1,0.00,0,--,--,--,--,--
d010829,国寿安保稳悦混合C,2021-11-24,1.0714,0.08,0.66,1.90,2.88,6.71,,,,,7.14,1,0.00,0,--,--,--,--,--
d011501,方正富邦汇福一年定开混合A,2021-11-19,1.0531,,-0.18,1.27,1.19,2.85,,,,,5.31,1,0.15,0,--,--,--,--,--
d011514,中海海誉混合A,2021-11-24,1.0088,-0.35,0.22,1.98,0.93,0.84,,,,,0.88,10元,1.00%,0.10%,--,--,--,--,--
d011515,中海海誉混合C,2021-11-24,1.0050,-0.35,0.21,1.93,0.77,0.52,,,,,0.50,10元,,0.00%,--,--,--,--,--
d009379,中银成长优选股票,2021-11-24,1.2099,-1.47,1.83,6.04,7.90,20.94,,,,,20.99,10元,1.50%,0.15%,--,--,--,--,--
d010732,广发创新医疗两年持有混合C,2021-11-24,1.0248,1.32,-2.59,-2.39,-3.30,-13.80,,,,,2.48,1,0.00,0,--,--,--,--,--
d011117,富国沪港深业绩驱动混合型C,2021-11-24,2.0774,-0.26,-0.42,2.13,0.23,-3.65,,,,-0.66,3.00,1,0.00,0,--,--,--,--,--
d011124,富国金融地产行业混合C,2021-11-24,1.3467,0.14,0.37,-3.66,-3.25,-9.06,,,,-12.53,-9.86,1,0.00,0,--,--,--,--,--
d011131,富国沪港深价值混合C,2021-11-24,1.5750,-0.44,0.38,-0.13,-6.32,-5.12,,,,-6.61,-2.71,1,0.00,0,--,--,--,--,--
d011113,富国军工主题混合C,2021-11-24,2.3319,-1.82,0.12,11.98,-3.43,26.30,,,,12.29,17.61,1,0.00,0,--,--,--,--,--
d011082,国投瑞银医疗保健混合C,2021-11-24,1.5550,1.30,-0.77,-0.83,-5.59,-5.18,,,,-1.21,0.52,10元,,0.00%,--,--,--,--,--
d011251,华安聚嘉精选混合A,2021-11-24,1.4768,-0.32,1.05,2.32,4.90,45.47,,,,,47.68,1,0.15,0,--,--,--,--,--
d011587,东方红欣和平衡两年混合(FOF),2021-11-19,1.0013,,0.36,0.60,-0.45,-0.05,,,,,0.13,1,1.20,0,--,--,--,--,--
d010701,恒越内需驱动混合A,2021-11-24,1.2867,-1.51,2.31,4.62,-2.19,17.87,,,,,28.67,1,1.50,0,--,--,--,--,--
d011125,富国文体健康股票C,2021-11-24,2.4720,-0.48,2.91,10.46,3.69,5.01,,,,12.26,13.81,10元,,0.00%,--,--,--,--,--
d010333,华夏核心资产混合A,2021-11-24,0.9340,-1.00,0.27,0.28,-3.07,-0.52,,,,,-6.60,1,0.15,0,--,--,--,--,--
d010847,南方卓越优选3个月持有期混合C,2021-11-24,0.9336,-0.55,-0.71,0.28,-4.41,-6.00,,,,,-6.64,1,0.00,0,--,--,--,--,--
d011301,易方达智造优势混合C,2021-11-24,1.1113,-2.24,-0.22,-0.30,-3.20,12.57,,,,,11.13,1,0.00,0,--,--,--,--,--
d011174,中庚价值品质一年持有期混合,2021-11-24,1.3290,0.93,3.06,-4.64,0.29,26.75,,,,,32.90,1,1.50,0,--,--,--,--,--
d010844,富国天润回报混合C,2021-11-24,1.0644,-0.04,0.58,1.30,0.23,5.93,,,,,6.44,1,0.00,0,--,--,--,--,--
d010861,长信企业优选一年持有混合,2021-11-24,1.0228,0.59,2.20,6.21,3.15,5.28,,,,,2.28,1,0.12,0,--,--,--,--,--
d011411,中信建投量化进取C,2021-11-24,1.0982,0.20,2.54,1.53,-1.73,9.15,,,,,9.82,1,0.00,0,--,--,--,--,--
d011289,上银医疗健康混合C,2021-11-24,0.9036,1.21,-1.11,1.45,0.78,-10.03,,,,,-9.64,10元,,0.00%,--,--,--,--,--
d011476,工银新蓝筹股票C,2021-11-24,2.7030,-0.44,0.30,1.62,1.85,3.17,,,,,-5.02,10元,0.00%,0.00%,--,--,--,--,--
d010337,中欧悦享生活混合C,2021-11-24,0.9110,0.75,0.98,4.07,-0.57,-9.10,,,,,-8.90,1,0.00,0,--,--,--,--,--
d011052,鹏华弘裕一年持有期混合A,2021-11-24,1.0397,0.08,0.46,1.41,1.04,3.68,,,,,3.97,1,0.08,0,--,--,--,--,--
d010480,汇添富稳进双盈一年持有混合,2021-11-24,0.9682,0.06,0.13,0.69,-0.63,-0.72,,,,,-3.18,1,0.08,0,--,--,--,--,--
d011206,创金合信竞争优势混合A,2021-11-24,1.1040,-1.84,0.39,-2.76,-4.58,15.42,,,,,10.40,10元,1.20%,0.12%,--,--,--,--,--
d011460,鹏华创新成长混合A,2021-11-24,0.9900,-1.30,-0.28,4.94,-4.73,-0.76,,,,,-1.00,1,0.15,0,--,--,--,--,--
d011502,方正富邦汇福一年定开混合C,2021-11-19,1.0496,,-0.19,1.22,1.05,2.58,,,,,4.96,1,0.00,0,--,--,--,--,--
d011337,兴全汇吉一年持有混合C,2021-11-24,1.1276,-0.25,1.57,1.97,-0.15,12.95,,,,,12.76,1,0.00,0,--,--,--,--,--
d010814,华安添益一年持有混合C,2021-11-24,0.9989,-0.17,0.13,-0.19,-0.41,-0.51,,,,,-0.11,1,0.00,0,--,--,--,--,--
d011482,中银顺宁回报6个月持有混合A,2021-11-24,1.0514,-0.11,0.39,0.35,-1.96,4.59,,,,,5.14,1,0.12,0,--,--,--,--,--
d011478,工银美丽城镇股票C,2021-11-24,2.8380,0.07,0.28,2.71,2.68,1.68,,,,,-0.07,10元,,0.00%,--,--,--,--,--
d011261,金鹰新能源混合C,2021-11-24,1.5858,-0.95,4.82,8.27,5.08,51.22,,,,,58.58,1,0.00,0,--,--,--,--,--
d011308,富国生物医药科技混合C,2021-11-24,2.3674,1.48,-1.16,0.97,1.54,-9.12,,,,,4.12,1,0.00,0,--,--,--,--,--
d011247,嘉实阿尔法优选混合C,2021-11-24,0.9396,-0.67,0.60,-0.92,-1.39,-7.14,,,,,-6.04,1,0.00,0,--,--,--,--,--
d011246,嘉实阿尔法优选混合A,2021-11-24,0.9422,-0.66,0.61,-0.88,-1.29,-6.95,,,,,-5.78,1,0.15,0,--,--,--,--,--
d011472,鹏华致远成长混合C,2021-11-24,1.0051,-0.66,0.79,4.16,-1.11,0.38,,,,,0.51,1,0.00,0,--,--,--,--,--
d010495,创金合信创新驱动股票A,2021-11-24,1.0877,0.68,4.62,12.88,2.42,15.60,,,,8.80,8.77,10元,1.50%,0.15%,--,--,--,--,--
d010902,博时成长领航混合A,2021-11-24,0.9865,-0.07,-0.52,0.36,1.87,-0.30,,,,,-1.35,1,0.15,0,--,--,--,--,--
d011143,创金合信新材料新能源股票C,2021-11-24,1.4216,-1.99,1.48,-2.20,-2.40,35.65,,,,42.06,42.16,10元,,0.00%,--,--,--,--,--
d010623,恒越成长精选混合C,2021-11-24,1.1970,-1.62,2.30,4.79,-4.12,14.62,,,,,19.70,1,0.00,0,--,--,--,--,--
d010828,国寿安保稳悦混合A,2021-11-24,1.0722,0.08,0.67,1.91,2.91,6.77,,,,,7.22,1,0.10,0,--,--,--,--,--
d011021,汇添富互联网核心资产六个月持有混合A,2021-11-24,0.8485,-0.42,0.19,0.65,1.22,-6.56,,,,,-15.15,1,0.15,0,--,--,--,--,--
d011608,易方达科创板50ETF联接A,2021-11-24,1.1371,-0.26,2.36,7.18,-6.21,10.11,,,,,13.71,1,0.06,0,--,--,--,--,--
d850088,海通量化价值精选一年持有混合A,2021-11-24,1.2190,-0.07,0.84,-0.34,-0.06,1.80,,,,,-2.97,1,0.12,0,--,--,--,--,--
d010956,天弘中证智能汽车指数发起式C,2021-11-24,1.0984,-0.61,3.47,14.48,11.93,27.50,,,,,9.84,1,0.00,0,--,--,--,--,--
d008154,嘉实医药健康100ETF联接A,2021-11-24,0.8463,0.53,-2.07,1.06,-2.57,-19.25,,,,,-15.37,1,0.12,0,--,--,--,--,--
d011352,金鹰年年邮益一年持有混合C,2021-11-24,1.0861,0.05,2.35,3.33,4.98,12.80,,,,,14.83,1,0.00,0,--,--,--,--,--
d011367,创金群力一年定开混合(MOM)A,2021-11-19,1.0735,,0.68,5.43,3.57,7.25,,,,,7.35,1,0.12,0,--,--,--,--,--
d011613,华夏科创板50ETF联接C,2021-11-24,1.1476,-0.26,2.37,7.14,-6.25,11.04,,,,,14.76,1,0.00,0,--,--,--,--,--
d011612,华夏科创板50ETF联接A,2021-11-24,1.1497,-0.26,2.38,7.17,-6.19,11.18,,,,,14.97,1,0.12,0,--,--,--,--,--
d011017,鹏扬景明一年混合,2021-11-24,1.0078,0.05,0.45,0.88,1.13,1.55,,,,,0.78,1,0.10,0,--,--,--,--,--
d011142,创金合信新材料新能源股票A,2021-11-24,1.4293,-1.98,1.50,-2.15,-2.24,36.06,,,,42.83,42.93,10元,1.50%,0.15%,--,--,--,--,--
d010561,银华巨潮小盘价值ETF联接,2021-11-24,1.1802,0.50,2.76,-1.80,0.48,8.37,,,,,18.02,1,0.12,0,--,--,--,--,--
d010599,汇添富高质量成长30一年混合A,2021-11-24,0.8846,0.28,-0.27,1.90,-9.08,-7.26,,,,,-11.54,1,0.15,0,--,--,--,--,--
d011157,弘毅远方港股通智选领航混合A,2021-11-24,0.8497,-0.08,-2.42,-3.43,-6.59,-12.30,,,,,-15.03,1,0.15,0,--,--,--,--,--
d011100,富国价值创造混合C,2021-11-24,0.9905,0.22,-0.02,3.84,7.38,-0.28,,,,,-0.95,1,0.00,0,--,--,--,--,--
d010703,财通智选消费股票A,2021-11-24,0.9260,0.15,1.27,3.54,6.76,1.69,,,,,-7.40,10元,1.50%,0.15%,--,--,--,--,--
d011516,嘉实浦盈一年持有期混合A,2021-11-24,1.0226,-0.02,0.43,0.49,0.55,1.52,,,,,2.26,1,0.08,0,--,--,--,--,--
d011585,博时产业慧选混合A,2021-11-24,1.0039,-0.21,1.21,3.02,0.02,0.15,,,,,0.39,1,0.15,0,--,--,--,--,--
d010457,广发睿鑫混合A,2021-11-24,0.9742,-0.37,-0.39,2.50,2.05,-2.08,,,,,-2.58,1,0.15,0,--,--,--,--,--
d011471,鹏华致远成长混合A,2021-11-24,1.0107,-0.66,0.81,4.24,-0.91,0.80,,,,,1.07,1,0.15,0,--,--,--,--,--
d010770,天弘中证农业主题C,2021-11-24,0.9389,-1.29,-2.17,0.92,8.71,0.12,,,,,-6.11,1,0.00,0,--,--,--,--,--
d010769,天弘中证农业主题A,2021-11-24,0.9405,-1.30,-2.16,0.94,8.75,0.21,,,,,-5.95,1,0.10,0,--,--,--,--,--
d009838,华夏磐锐一年定开混合C,2021-11-19,1.2578,,-0.65,7.39,1.77,23.60,,,,25.78,25.78,1,0.00,0,--,--,--,--,--
d010821,东方红多元策略混合B,2021-11-24,2.6713,0.05,-0.01,-1.12,-1.94,-8.88,,,,,-10.06,1,1.50,0,--,--,--,--,--
d011169,建信臻选混合,2021-11-24,0.9976,0.32,0.99,-0.54,1.29,-0.70,,,,,-0.24,1,0.15,0,--,--,--,--,--
d010890,交银鸿福六个月持有混合A,2021-11-24,1.0137,-0.03,-0.13,-0.29,-0.04,1.04,,,,,1.37,1,0.08,0,--,--,--,--,--
