基金代码,基金名称,截止日期,单位净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,起购金额,原手续费,现手续费,成立日期,基金经理,类型,管理人,资产规模
d011161,富国质量成长6个月持有混合C,2021-11-24,1.0763,-0.67,2.92,6.54,1.89,6.97,,,,,7.63,1,0.00,0,--,--,--,--,--
d010163,财通资管价值精选一年持有混合A,2021-11-24,1.1766,-0.58,-0.32,6.31,5.82,,,,,,17.66,1,0.15,0,--,--,--,--,--
d010338,国投瑞银远见成长混合A,2021-11-24,0.9564,0.13,0.44,4.43,2.50,-0.97,,,,-4.51,-4.36,1,0.15,0,--,--,--,--,--
d010742,南方宁悦一年持有期混合A,2021-11-24,1.0408,0.07,0.37,0.53,1.21,3.20,,,,,4.08,1,0.08,0,--,--,--,--,--
d008301,人保量化锐进混合C,2021-11-24,1.0618,-0.66,2.54,-4.36,-9.57,5.02,,,,6.20,6.18,1,0.00,0,--,--,--,--,--
d011223,信达澳银星奕混合C,2021-11-24,1.5706,-0.98,2.91,6.90,5.04,57.50,,,,,57.06,1,0.00,0,--,--,--,--,--
d011183,广发内需增长混合C,2021-11-24,1.9360,0.89,2.00,-4.54,0.36,4.93,,,,,2.00,10元,,0.00%,--,--,--,--,--
d010608,华泰柏瑞质量领先混合A,2021-11-24,0.8658,-0.01,0.83,-2.48,-7.42,-4.67,,,,,-13.42,1,0.15,0,--,--,--,--,--
d011467,兴业医疗保健混合C,2021-11-24,0.8781,0.55,-2.85,0.41,-2.87,-15.89,,,,,-12.19,10元,,0.00%,--,--,--,--,--
d010947,中欧嘉选混合A,2021-11-24,1.0381,0.12,1.44,2.52,1.58,5.58,,,,,3.81,1,0.15,0,--,--,--,--,--
d011398,招商瑞和1年持有期混合C,2021-11-24,1.0299,0.00,0.15,1.42,1.14,2.44,,,,,2.99,1,0.00,0,--,--,--,--,--
d011397,招商瑞和1年持有期混合A,2021-11-24,1.0327,0.00,0.16,1.45,1.25,2.64,,,,,3.27,1,0.10,0,--,--,--,--,--
d011611,华泰柏瑞科创板50ETF联接C,2021-11-24,1.1414,-0.24,2.35,7.03,-6.23,11.10,,,,,14.14,1,0.00,0,--,--,--,--,--
d010594,广发睿选三年持有期混合,2021-11-24,1.0240,1.23,2.10,1.70,12.56,-2.63,,,,0.33,2.40,1,0.15,0,--,--,--,--,--
d011102,天弘中证光伏产业指数A,2021-11-24,1.4198,-2.52,-0.78,0.78,4.07,55.14,,,,,41.98,1,0.10,0,--,--,--,--,--
d010766,国寿安保华丰混合C,2021-11-24,1.0318,-0.34,0.92,5.95,3.74,5.33,,,,,3.18,1,0.00,0,--,--,--,--,--
d011400,汇添富数字未来混合C,2021-11-24,0.9631,0.26,0.09,1.90,-2.36,-4.44,,,,,-3.69,1,0.00,0,--,--,--,--,--
d163418,兴全合兴两年封闭运作混合(LOF)A,2021-11-24,1.0330,-1.43,1.37,4.42,-0.54,4.30,,,,,3.30,1,0.15,0,--,--,--,--,--
d011580,民生加银稳健配置6个月混合(FOF),2021-11-23,1.0346,-0.10,0.40,0.46,0.44,2.79,,,,,3.46,1,0.06,0,--,--,--,--,--
d010164,财通资管价值精选一年持有混合C,2021-11-24,1.1719,-0.59,-0.33,6.24,5.61,,,,,,17.19,1,0.00,0,--,--,--,--,--
d011454,华泰柏瑞景气优选C,2021-11-24,1.3863,-0.99,1.55,4.00,-3.41,25.81,,,,,5.56,1,0.00,0,--,--,--,--,--
d011452,华泰柏瑞质量成长C,2021-11-24,1.6435,0.29,1.58,-2.22,-4.14,0.04,,,,,-10.50,1,0.00,0,--,--,--,--,--
d010723,中欧价值成长混合A,2021-11-24,0.9820,0.20,0.87,1.62,0.40,3.16,,,,-2.92,-1.80,1,0.15,0,--,--,--,--,--
d010990,南方有色金属ETF联接E,2021-11-24,1.4299,1.36,6.53,2.61,-2.79,26.82,,,,41.22,47.61,1,0.00,0,--,--,--,--,--
d010827,大成产业趋势混合C,2021-11-24,1.3951,-0.37,1.31,0.17,11.17,46.53,,,,,39.51,1,0.00,0,--,--,--,--,--
d010909,大成沪深300增强发起式C,2021-11-24,0.9325,0.20,0.51,-3.46,-4.32,-6.42,,,,,-6.75,1,0.00,0,--,--,--,--,--
d011521,鹏扬景源一年持有混合A,2021-11-24,1.0079,0.03,-0.02,0.06,0.25,0.09,,,,,0.79,1,0.10,0,--,--,--,--,--
d011160,富国质量成长6个月持有混合A,2021-11-24,1.0807,-0.67,2.92,6.61,2.05,7.29,,,,,8.07,1,0.15,0,--,--,--,--,--
d010970,华夏安阳6个月持有期混合C,2021-11-24,0.8361,0.54,-0.06,-1.52,-4.72,-19.54,,,,,-16.39,1,0.00,0,--,--,--,--,--
d010664,长江均衡成长混合发起式C,2021-11-24,1.0990,-1.03,0.37,6.99,2.71,9.64,,,,9.79,9.90,1,0.00,0,--,--,--,--,--
d010989,南方房地产ETF联接E,2021-11-24,0.7826,0.77,1.73,-2.99,0.04,-7.59,,,,-9.82,-12.65,1,0.00,0,--,--,--,--,--
d011146,创金气候变化责任投资股票A,2021-11-24,1.6511,-1.28,4.78,-0.22,-4.18,60.58,,,,62.99,65.11,1,0.15,0,--,--,--,--,--
d011072,鹏华安悦一年持有期混合C,2021-11-24,1.0159,-0.11,0.28,0.82,0.18,0.69,,,,,1.59,1,0.00,0,--,--,--,--,--
d010967,博道嘉丰混合A,2021-11-24,1.0329,-0.66,0.24,-1.98,-0.65,3.20,,,,,3.29,1,1.50,0,--,--,--,--,--
d011163,博时港股通领先趋势混合C,2021-11-23,0.8629,-2.13,-0.66,-1.83,-4.58,-5.83,,,,,-13.71,1,0.00,0,--,--,--,--,--
d011272,汇添富价值成长均衡投资混合C,2021-11-24,0.9458,0.52,-0.20,-0.25,-1.09,-1.11,,,,,-5.42,1,0.00,0,--,--,--,--,--
d164826,工银创业板两年定开混合A,2021-11-19,1.1847,,-1.18,6.32,4.10,16.46,,,,,18.46,1,0.15,0,--,--,--,--,--
d011610,华泰柏瑞科创板50ETF联接A,2021-11-24,1.1435,-0.24,2.35,7.06,-6.17,11.24,,,,,14.35,1,0.10,0,--,--,--,--,--
d010737,易方达沪深300指数增强C,2021-11-24,0.9050,0.38,0.37,-1.77,1.73,-9.20,,,,-9.50,-9.50,1,0.00,0,--,--,--,--,--
d011081,国投瑞银港股通混合C,2021-11-24,1.0323,-0.29,-3.60,-6.98,-7.93,-14.10,,,,-12.11,-9.80,1,0.00,0,--,--,--,--,--
d010831,国泰通利9个月持有期混合C,2021-11-24,1.0818,0.25,1.46,2.68,2.67,7.15,,,,,8.18,1,0.00,0,--,--,--,--,--
d010953,天弘国证A50指数A,2021-11-24,0.9609,0.19,0.68,-2.10,2.64,-5.48,,,,,-3.91,1,0.10,0,--,--,--,--,--
d011189,建信智汇优选一年持有期混合(MOM),2021-11-24,0.9660,-0.22,0.33,1.20,1.86,-1.92,,,,,-3.40,1,0.15,0,--,--,--,--,--
d011453,华泰柏瑞医疗健康C,2021-11-24,2.9390,1.05,-0.37,0.23,-2.62,-7.81,,,,,-2.89,1,0.00,0,--,--,--,--,--
d010969,华夏安阳6个月持有期混合A,2021-11-24,0.8399,0.54,-0.05,-1.45,-4.56,-19.26,,,,,-16.01,1,0.15,0,--,--,--,--,--
d010690,万家互联互通核心资产量化A,2021-11-24,1.1686,-0.04,0.69,2.13,-1.53,16.38,,,,,16.86,10元,1.50%,0.15%,--,--,--,--,--
d010757,兴华永兴混合发起式C,2021-11-24,1.1812,0.00,1.49,8.16,1.85,6.94,,,,16.77,18.12,1,0.00,0,--,--,--,--,--
d010841,华宝红利精选混合C,2021-11-24,1.2914,0.36,2.57,0.37,1.72,5.03,,,,9.63,5.36,1,0.00,0,--,--,--,--,--
d970017,中信建投价值增长C,2021-11-24,1.8589,-0.54,0.33,0.66,-3.27,-7.28,,,,-9.62,-2.12,10元,,0.00%,--,--,--,--,--
d010905,博时双季鑫6个月持有混合C,2021-11-24,1.0612,-0.04,0.31,1.21,1.16,5.84,,,,,6.12,1,0.00,0,--,--,--,--,--
d011068,华宝资源优选混合C,2021-11-24,3.5360,1.43,5.84,0.43,-2.91,25.04,,,,42.93,47.76,10元,0.00%,0.00%,--,--,--,--,--
d010075,南方誉隆一年混合C,2021-11-24,1.0335,-0.08,0.41,0.25,0.67,2.97,,,,,3.35,1,0.00,0,--,--,--,--,--
d011236,上投摩根行业睿选股票A,2021-11-24,1.1064,-0.75,1.16,-2.96,-6.81,8.34,,,,,10.64,10元,1.50%,0.15%,--,--,--,--,--
d010691,万家互联互通核心资产量化C,2021-11-24,1.1647,-0.04,0.68,2.09,-1.65,16.09,,,,,16.47,10元,,0.00%,--,--,--,--,--
d009927,工银聚利18个月定开混合A,2021-11-19,1.0440,,0.19,0.11,1.56,3.12,,,,,4.40,1,0.12,0,--,--,--,--,--
d010895,鹏华汇智优选混合C,2021-11-24,0.9267,-1.27,0.09,4.82,-5.53,-3.56,,,,,-7.33,1,0.00,0,--,--,--,--,--
d010875,泰康品质生活混合C,2021-11-24,1.3992,0.35,1.33,9.63,5.21,20.32,,,,39.70,39.92,1,0.00,0,--,--,--,--,--
d010718,前海开源优质企业6个月持有混合C,2021-11-24,0.8163,0.88,2.18,0.78,-3.87,-13.00,,,,,-18.37,1,0.00,0,--,--,--,--,--
d010717,前海开源优质企业6个月持有混合A,2021-11-24,0.8220,0.87,2.19,0.85,-3.69,-12.66,,,,,-17.80,1,0.15,0,--,--,--,--,--
d011059,景顺长城成长龙头一年持有混合C,2021-11-24,1.1514,-0.50,0.35,6.33,-2.20,14.53,,,,,15.15,1,0.00,0,--,--,--,--,--
d010589,鹏扬景安一年持有期混合A,2021-11-24,1.0321,0.11,0.67,1.56,1.33,2.64,,,,,3.21,1,0.10,0,--,--,--,--,--
d011826,汇添富健康生活一年持有混合A,2021-11-24,1.0382,1.51,0.45,1.52,1.38,-3.17,,,,,3.82,1,0.15,0,--,--,--,--,--
d011827,汇添富健康生活一年持有混合C,2021-11-24,1.0354,1.50,0.45,1.48,1.27,-3.38,,,,,3.54,1,0.00,0,--,--,--,--,--
d010972,华夏永鑫六个月持有期混合C,2021-11-24,1.0103,-0.04,0.46,0.12,0.12,0.63,,,,,1.03,1,0.00,0,--,--,--,--,--
d012051,申万菱信乐道三年持有期混合,2021-11-24,1.2401,-0.25,3.45,6.14,14.57,,,,,,24.32,1,0.15,0,--,--,--,--,--
d011233,泰康福泰平衡养老三年持有混合(FOF),2021-11-22,1.0345,0.68,1.23,2.00,2.42,3.26,,,,,3.45,1,0.10,0,--,--,--,--,--
d011777,易方达稳健增长混合A,2021-11-24,1.0035,0.40,0.46,0.58,2.15,0.33,,,,,0.35,1,0.15,0,--,--,--,--,--
d011769,富国精诚回报12个月持有期混合A,2021-11-19,1.0268,,0.49,0.57,0.10,2.67,,,,,2.68,1,0.08,0,--,--,--,--,--
d011425,广发优势成长股票A,2021-11-24,0.9619,-0.62,0.29,3.62,-1.99,-7.65,,,,,-3.81,10元,1.50%,0.15%,--,--,--,--,--
d011649,易方达逆向投资混合A,2021-11-24,1.1690,-0.07,2.02,6.62,7.91,16.00,,,,,16.90,1,0.15,0,--,--,--,--,--
d011651,招商港股通核心精选股票A,2021-11-24,0.9762,0.74,1.30,2.19,-1.04,-3.43,,,,,-2.38,10元,1.50%,0.15%,--,--,--,--,--
d009718,招商增浩一年定期开放混合A,2021-11-19,1.0422,,0.03,1.01,0.29,2.20,,,,3.74,4.22,1,0.10,0,--,--,--,--,--
d010362,嘉实品质优选股票C,2021-11-24,0.9344,-0.66,0.51,-0.61,-0.63,,,,,,-6.56,10元,,0.00%,--,--,--,--,--
d011992,汇安泓利一年持有期混合C,2021-11-24,1.0261,-0.06,0.11,1.25,2.21,3.00,,,,,2.61,1,0.00,0,--,--,--,--,--
d010523,华安添禧一年持有期混合C,2021-11-24,1.0095,-0.12,0.12,1.24,0.84,,,,,,0.95,1,0.00,0,--,--,--,--,--
d011248,嘉实品质回报混合,2021-11-24,0.9324,0.64,-0.38,-1.29,1.33,-6.83,,,,,-6.76,1,0.15,0,--,--,--,--,--
d011348,易方达宁易一年持有混合C,2021-11-19,1.0190,,0.32,0.72,0.66,1.81,,,,,1.90,1,0.00,0,--,--,--,--,--
d011347,易方达宁易一年持有混合A,2021-11-19,1.0215,,0.31,0.76,0.77,2.02,,,,,2.15,1,0.08,0,--,--,--,--,--
d011745,华夏养老2055五年持有混合(FOF),2021-11-22,1.0639,2.12,2.87,3.80,2.28,6.48,,,,,6.39,1,0.15,0,--,--,--,--,--
d011971,东财银行A,2021-11-24,0.9294,0.10,-0.26,-3.85,0.01,-6.91,,,,,-7.06,1,0.12,0,--,--,--,--,--
d012124,博道盛彦混合A,2021-11-24,1.0314,-0.23,-0.64,3.12,9.92,,,,,,3.14,1,0.15,0,--,--,--,--,--
d012030,广发恒鑫一年持有期混合C,2021-11-24,1.0374,0.09,0.51,1.95,1.70,3.78,,,,,3.74,1,0.00,0,--,--,--,--,--
d012196,招商品质生活混合A,2021-11-24,0.9804,-0.47,0.46,-2.32,-2.10,,,,,,-1.96,1,0.15,0,--,--,--,--,--
d012211,申万菱信智能汽车股票C,2021-11-24,1.2303,-0.11,4.28,10.97,8.47,,,,,,23.17,10元,,0.00%,--,--,--,--,--
d012008,易方达稳健回报一年混合A,2021-11-19,0.9925,,0.25,0.25,0.90,,,,,,-0.75,1,0.15,0,--,--,--,--,--
d011599,国联安匠心科技1个月持有混合,2021-11-24,1.1580,-0.94,1.53,8.35,4.03,15.81,,,,,15.80,1,0.15,0,--,--,--,--,--
d011512,天弘中证新能源车A,2021-11-24,1.6143,-1.57,2.63,2.74,3.93,48.43,,,,,61.43,1,0.10,0,--,--,--,--,--
d011626,嘉实匠心回报混合A,2021-11-24,0.9972,0.63,0.28,-0.21,3.61,-1.00,,,,,-0.28,1,0.15,0,--,--,--,--,--
d010373,西部利得聚兴一年定开混合A,2021-11-24,1.0130,-0.18,0.41,1.21,1.18,1.32,,,,,1.30,1,0.10,0,--,--,--,--,--
d011203,永赢惠添益混合A,2021-11-24,0.9404,-0.01,-0.82,-4.03,-2.71,-5.78,,,,,-5.96,1,0.15,0,--,--,--,--,--
d011923,大成消费精选股票A,2021-11-24,0.9859,1.12,0.91,2.14,6.66,-1.41,,,,,-1.41,10元,1.50%,0.15%,--,--,--,--,--
d011853,招商中证消费龙头指数增强A,2021-11-24,1.0064,0.99,0.57,-1.75,6.61,,,,,,0.64,1,0.12,0,--,--,--,--,--
d012007,万家瑞富灵活配置混合C,2021-11-24,1.3020,-0.02,0.17,0.49,0.46,1.80,,,,,2.07,10元,,0.00%,--,--,--,--,--
d011486,博时创新精选混合A,2021-11-24,1.0696,-0.26,1.41,6.49,-0.64,4.47,,,,,6.96,1,0.15,0,--,--,--,--,--
d010778,浙商智选家居股票C,2021-11-24,0.8940,-0.15,-0.96,-1.29,-7.83,-13.91,,,,,-10.60,1,0.00,0,--,--,--,--,--
d010584,渤海汇金新动能主题混合,2021-11-24,1.1193,-0.52,0.58,3.07,0.97,8.17,,,,,11.93,10元,1.20%,1.20%,--,--,--,--,--
d011191,招商瑞安1年持有期混合C,2021-11-24,1.0333,0.06,0.59,0.55,0.61,3.50,,,,,3.33,1,0.00,0,--,--,--,--,--
d012009,易方达稳健回报一年混合C,2021-11-19,0.9911,,0.25,0.22,0.82,,,,,,-0.89,1,0.00,0,--,--,--,--,--
d012154,博时研究慧选混合C,2021-11-24,1.1607,-0.11,1.49,6.82,4.09,,,,,,16.07,1,0.00,0,--,--,--,--,--
d011331,鹏华远见成长混合A,2021-11-24,0.9638,-0.18,0.74,2.93,-0.06,,,,,,-3.62,1,0.15,0,--,--,--,--,--
d011332,鹏华远见成长混合C,2021-11-24,0.9601,-0.18,0.72,2.86,-0.27,,,,,,-3.99,1,0.00,0,--,--,--,--,--
d011817,银华阿尔法混合,2021-11-24,1.0133,0.11,-0.43,1.71,3.50,,,,,,1.33,1,0.15,0,--,--,--,--,--
d011034,南方宝恒混合C,2021-11-24,1.0189,0.10,0.47,0.64,1.33,,,,,,1.89,1,0.00,0,--,--,--,--,--
d011670,长信优质企业混合C,2021-11-24,0.9568,1.08,-0.40,2.08,5.15,,,,,,-4.32,1,0.00,0,--,--,--,--,--
d010914,长盛成长精选混合A,2021-11-24,1.0798,0.04,1.89,4.18,3.24,7.27,,,,,7.98,1,0.15,0,--,--,--,--,--
d011316,天弘创业板300ETF发起式联接A,2021-11-24,1.1076,-0.27,1.83,6.52,3.50,10.72,,,,,10.76,1,0.10,0,--,--,--,--,--
d011762,平安鑫瑞混合C,2021-11-24,1.0120,-0.03,0.38,0.48,-0.04,,,,,,1.20,10元,,0.00%,--,--,--,--,--
d011055,申万菱信安鑫智选混合C,2021-11-24,1.0419,-0.06,1.19,1.76,1.32,4.34,,,,,4.25,10元,,0.00%,--,--,--,--,--
d010625,富国稳健增长混合C,2021-11-24,1.0014,0.57,3.01,4.28,7.03,0.34,,,,,0.14,1,0.00,0,--,--,--,--,--
d011603,兴业高端制造混合A,2021-11-24,1.1475,-0.11,2.96,6.78,4.88,9.65,,,,,14.75,10元,1.50%,0.15%,--,--,--,--,--
d010996,招商品质升级混合A,2021-11-24,1.0405,-0.78,0.70,-2.03,-2.21,1.25,,,,,4.05,1,0.15,0,--,--,--,--,--
d010940,大成安享得利六个月持有混合A,2021-11-24,1.0206,-0.01,0.49,0.47,1.07,2.06,,,,,2.06,1,0.08,0,--,--,--,--,--
d011003,同泰大健康主题混合C,2021-11-24,0.8975,1.64,0.34,-2.82,-6.71,-10.61,,,,,-10.25,10元,,0.00%,--,--,--,--,--
d011593,农银汇理安瑞一年持有混合(FOF),2021-11-22,1.1333,1.26,1.80,5.15,3.10,12.33,,,,,13.33,1,0.08,0,--,--,--,--,--
d011588,前海开源成份精选混合,2021-11-24,0.9107,-1.39,0.63,-2.17,-6.51,-9.15,,,,,-8.93,1,0.15,0,--,--,--,--,--
d011435,中欧研究精选混合A,2021-11-24,0.9879,-0.73,0.14,0.75,-0.31,-1.31,,,,,-1.21,1,0.15,0,--,--,--,--,--
d910009,东方红启程三年持有混合A,2021-11-24,5.9966,0.74,2.58,4.06,5.91,-6.42,,,,,3.85,1,0.00,0,--,--,--,--,--
d012036,诺德兴远优选一年持有混合,2021-11-24,0.9294,0.50,0.18,-0.56,-0.10,,,,,,-7.06,1,0.15,0,--,--,--,--,--
d011938,博时新能源汽车主题混合A,2021-11-24,1.2578,-1.40,2.75,2.47,-0.67,,,,,,25.78,1,0.15,0,--,--,--,--,--
d012125,博道盛彦混合C,2021-11-24,1.0289,-0.23,-0.65,3.07,9.78,,,,,,2.89,1,0.00,0,--,--,--,--,--
d010868,华宝安盈混合,2021-11-24,1.0127,0.02,0.24,0.68,1.14,,,,,,1.27,1,0.15,0,--,--,--,--,--
d010845,泰达宏利波控回报12个月混合,2021-11-24,1.0028,0.02,0.30,-0.27,-0.78,0.24,,,,,0.28,1,0.12,0,--,--,--,--,--
d011627,嘉实匠心回报混合C,2021-11-24,0.9919,0.62,0.26,-0.29,3.39,-1.42,,,,,-0.81,1,0.00,0,--,--,--,--,--
d011549,九泰久慧混合C,2021-11-24,1.0161,-0.28,0.35,1.22,2.00,1.61,,,,,1.61,10元,,0.00%,--,--,--,--,--
d010320,华安养老2040三年持有混合(FOF),2021-11-22,1.0634,0.88,1.18,3.95,2.80,6.30,,,,,6.34,1,0.12,0,--,--,--,--,--
d010938,大摩招惠一年持有期混合A,2021-11-24,0.9876,0.03,0.61,1.88,-1.08,-1.24,,,,,-1.24,1,0.08,0,--,--,--,--,--
d010939,大摩招惠一年持有期混合C,2021-11-24,0.9856,0.03,0.60,1.84,-1.18,-1.44,,,,,-1.44,1,0.00,0,--,--,--,--,--
d010612,万家战略发展产业混合C,2021-11-24,1.2714,-0.88,3.49,7.01,-4.60,24.88,,,,,27.14,10元,,0.00%,--,--,--,--,--
d012086,博时健康生活混合A,2021-11-24,0.9378,1.05,-1.51,1.30,1.18,,,,,,-6.22,1,0.15,0,--,--,--,--,--
d012087,博时健康生活混合C,2021-11-24,0.9359,1.05,-1.53,1.26,1.07,,,,,,-6.41,1,0.00,0,--,--,--,--,--
d011370,华商均衡成长混合C,2021-11-24,1.3435,-2.27,-0.16,1.33,4.45,31.51,,,,,34.35,10元,,0.00%,--,--,--,--,--
d011815,恒越优势精选混合,2021-11-24,1.3971,-0.40,2.98,3.16,-4.14,30.64,,,,,39.71,1,0.15,0,--,--,--,--,--
d011907,国泰量化收益灵活配置混合C,2021-11-24,1.3456,0.10,0.88,-0.55,-0.09,-0.69,,,,,0.84,10元,,0.00%,--,--,--,--,--
d011899,长安鑫瑞科技6个月定开混合A,2021-11-19,1.0830,,-0.08,3.73,-0.88,,,,,,8.30,1,0.15,0,--,--,--,--,--
d011165,富国兴远优选12个月持有混合C,2021-11-24,1.0172,-0.34,2.49,7.48,3.58,1.37,,,,,1.72,1,0.00,0,--,--,--,--,--
d011708,中欧嘉益一年持有期混合A,2021-11-24,1.1172,-0.11,1.43,6.79,4.59,11.93,,,,,11.72,1,0.15,0,--,--,--,--,--
d011709,中欧嘉益一年持有期混合C,2021-11-24,1.1123,-0.11,1.41,6.72,4.38,11.48,,,,,11.23,1,0.00,0,--,--,--,--,--
d011018,景顺长城安泽回报一年持有混合A,2021-11-24,1.0461,0.34,0.91,0.62,1.88,4.12,,,,,4.61,1,0.12,0,--,--,--,--,--
d011047,富国优质企业混合C,2021-11-24,0.9835,0.61,4.69,3.30,-4.58,-0.88,,,,,-1.65,1,0.00,0,--,--,--,--,--
d011565,富国周期优势混合C,2021-11-24,3.0874,-0.50,0.80,2.31,2.92,4.34,,,,,14.91,1,0.00,0,--,--,--,--,--
d010785,博时创业板指数A,2021-11-24,1.1686,-0.40,1.92,5.66,4.09,10.29,,,,,16.86,1,0.08,0,--,--,--,--,--
d011718,浦银均衡优选6个月持有混合C,2021-11-24,1.2201,-0.17,1.47,4.55,2.07,,,,,,22.01,1,0.00,0,--,--,--,--,--
d011099,富国价值创造混合A,2021-11-24,0.9956,0.22,-0.02,3.89,7.55,0.01,,,,,-0.44,1,0.15,0,--,--,--,--,--
d011283,华夏消费龙头混合C,2021-11-24,0.8162,0.87,0.80,-0.27,-0.12,-16.86,,,,,-18.38,1,0.00,0,--,--,--,--,--
d012042,鹏华银行C,2021-11-24,0.9560,0.21,-0.10,-3.73,-0.62,-7.00,,,,,-4.40,1,0.00,0,--,--,--,--,--
d011238,华安聚恒精选混合A,2021-11-24,0.9947,0.66,1.30,-1.78,-4.51,-1.71,,,,,-0.53,1,0.15,0,--,--,--,--,--
d011635,富国港股通策略精选混合A,2021-11-24,1.0300,0.05,0.35,1.39,2.12,,,,,,3.00,1,0.15,0,--,--,--,--,--
d011966,招商中证光伏产业指数A,2021-11-24,1.1154,-2.41,-0.58,1.44,4.55,,,,,,11.54,1,0.12,0,--,--,--,--,--
d012149,国投瑞银产业趋势混合C,2021-11-24,1.5805,-0.84,4.50,0.30,-0.06,,,,,,58.05,1,0.00,0,--,--,--,--,--
d860009,光大阳光稳健增长混合A,2021-11-24,3.0158,-0.01,0.42,0.22,-0.17,2.80,,,,,1.93,1,0.80,0,--,--,--,--,--
d010331,天弘消费股票A,2021-11-24,0.8752,0.55,0.25,0.70,-1.12,-13.64,,,,,-12.48,1,0.12,0,--,--,--,--,--
d011446,长江新能源产业混合发起A,2021-11-24,1.7154,-0.78,3.34,10.10,8.52,67.24,,,,,71.54,1,0.15,0,--,--,--,--,--
d011726,安信新常态股票C,2021-11-24,1.4524,0.11,0.35,-3.21,-0.46,-0.45,,,,,-1.37,10元,,0.00%,--,--,--,--,--
d011684,平安养老2045五年持有混合(FOF),2021-11-22,1.1617,2.10,2.91,5.97,5.97,15.35,,,,,16.17,1,0.08,0,--,--,--,--,--
d010694,万家内需增长一年持有混合,2021-11-24,1.2314,-0.80,3.83,7.34,-5.23,18.21,,,,,23.14,1,0.15,0,--,--,--,--,--
d010869,汇添富稳健欣享一年持有混合,2021-11-24,0.9851,-0.28,0.26,-0.41,-1.25,-1.84,,,,,-1.49,1,0.08,0,--,--,--,--,--
d011701,南方均衡回报混合C,2021-11-24,1.0572,0.02,0.50,0.68,1.57,5.70,,,,,5.72,1,0.00,0,--,--,--,--,--
d010522,华安添禧一年持有期混合A,2021-11-24,1.0114,-0.12,0.13,1.28,0.94,,,,,,1.14,1,0.08,0,--,--,--,--,--
d011832,西部利得人工智能主题指数增强A,2021-11-24,1.0483,-0.34,1.41,5.20,-2.30,,,,,,4.83,1,0.12,0,--,--,--,--,--
d011462,东吴兴享成长混合C,2021-11-24,1.1645,-0.61,5.05,10.15,4.60,11.99,,,,,10.41,1,0.00,0,--,--,--,--,--
d011932,工银战略远见混合A,2021-11-24,0.9686,0.57,-0.03,-1.03,-2.87,-3.01,,,,,-3.14,1,0.15,0,--,--,--,--,--
d011315,永赢港股通优质成长一年混合,2021-11-24,0.9143,0.26,-0.35,-4.18,-6.11,-8.62,,,,,-8.57,1,0.15,0,--,--,--,--,--
d011594,国投瑞银稳健养老(FOF)C,2021-11-22,1.2623,0.55,1.19,2.25,2.73,7.15,,,,,7.80,1,0.00,0,--,--,--,--,--
d012044,鹏华券商C,2021-11-24,1.1060,-0.18,1.56,-0.36,-2.38,5.53,,,,,10.60,1,0.00,0,--,--,--,--,--
d012079,信达澳银新能源精选混合,2021-11-24,1.5820,-0.73,4.24,4.94,-6.67,,,,,,58.20,1,0.15,0,--,--,--,--,--
d012040,鹏华信息C,2021-11-24,1.1490,-0.35,0.17,7.79,1.86,10.69,,,,,14.90,1,0.00,0,--,--,--,--,--
d010539,浙商智多金稳健一年持有A,2021-11-24,1.0161,0.10,0.54,0.12,0.77,,,,,,1.61,1,0.10,0,--,--,--,--,--
d011866,广发价值增长混合A,2021-11-24,1.0220,-0.48,-1.54,1.22,2.38,,,,,,2.20,1,0.15,0,--,--,--,--,--
d012221,瑞达行业轮动混合A,2021-11-24,0.9379,-0.06,0.12,-2.12,-3.54,,,,,,-6.21,10元,1.50%,0.15%,--,--,--,--,--
d011321,国泰大健康股票C,2021-11-24,3.2020,-0.25,1.52,2.07,1.27,8.73,,,,,11.53,10元,,0.00%,--,--,--,--,--
d010850,海富通富利三个月持有混合A,2021-11-24,1.0106,-0.01,0.38,0.83,1.43,,,,,,1.06,1,0.08,0,--,--,--,--,--
d011284,中信保诚龙腾精选混合,2021-11-24,1.0438,-0.33,-0.23,4.74,1.77,4.08,,,,,4.38,1,0.15,0,--,--,--,--,--
d010896,太平价值增长股票A,2021-11-24,0.9273,-0.37,-0.65,-0.48,1.29,-7.21,,,,,-7.27,10元,1.20%,0.12%,--,--,--,--,--
d011346,淳厚鑫淳一年持有混合,2021-11-24,1.0543,-1.13,1.89,5.27,-3.64,,,,,,5.43,1,0.15,0,--,--,--,--,--
d010693,华夏核心价值混合C,2021-11-24,0.8445,0.82,0.76,0.06,0.40,-15.24,,,,,-15.55,1,0.00,0,--,--,--,--,--
d012089,东方红锦和甄选18个月持有混合C,2021-11-19,0.9908,,-0.04,-0.34,-1.16,-0.92,,,,,-0.92,1,0.00,0,--,--,--,--,--
d012117,中银创业板ETF发起联接C,2021-11-24,1.1600,-0.39,1.51,5.21,3.38,9.48,,,,,16.00,1,0.00,0,--,--,--,--,--
d012116,中银创业板ETF发起联接A,2021-11-24,1.1617,-0.39,1.51,5.22,3.42,9.63,,,,,16.17,1,0.10,0,--,--,--,--,--
d012056,华商嘉悦养老三年持有混合(FOF),2021-11-22,1.0531,0.27,0.34,0.61,2.39,,,,,,5.31,1,0.08,0,--,--,--,--,--
